index,an_base,nm_programa,nm_producao,nm_subtipo_producao,ds_abstract,nm_discente,nm_area_conhecimento,nm_area_avaliacao,nm_orientador
142725,1996,HISTORIA,Condicionantes Culturais Árabes na Salvador dos Séculos XVII e XVIII,Mestrado,"Esta dissertação analisa a presença de componentes culturais de origem árebe introduzidos em Salvador na Bahia pelo colonizador lusitano, pensando a cidade como expressão de formas históricas de apropriação do espaço decorrente de um saber fazer urbano que se notabiliza por sua conotação arabizada. Nessa perspectiva utilizamos, como fonte de pesquisa, o conjunto de prédios que compõem os fatos urbanos significativos no cotidiano daquela cidade, a persistência do traçado antigo, as práticas urbanas que ainda hoje demandam seus espaços construídos. Buscando interpretar a presença de caracteres arabizados na cidade colonial baiana, analisamos também os significados da persistência e natural convivência que se colocam na sociedade local com relação à costumes construtivos urbanos de fundo medieval luso-árabe.",Cassia Regina Carvalho de Magaldi,HISTÓRIA,HISTÓRIA,Déa Ribeiro Fenelon
142726,1996,HISTORIA,"Nego-Fugido, Representação da Liberdade Escrava no Recôncavo Baiano.",Mestrado,"Revelando-se como um documento não oficial sobre as relações sociais escravista, o nego-fugido, é um registro da concepção popular sobre as relações sociais que permearam a negociação da liberdade escrava. Elaborando, fundamentalmente, a partir das lembranças do ouvir contar sobre a instituição escravista, essa manifestão cultural, tem como palco as ruas do distrito de Acupe, Santo Amaro, no recôncavo baiano. A presente pesquisa objetivou o estudo cultural nego-fugido, enquanto representação popular da passagem da escravidão para a liberdade. As reflexões aqui desenvolvidas centraram-se na perspectiva teórico-metodológica, no campo da História Social, que privilegia como temáticas a história oral e a memória. Retratando simbolicamente a aquisição da liberdade como conquista do próprio escravo, o nego-fugido, ao longo de sua trajetória foi mantido pela memória oral e visual. Como toda tradição que tem o suporte de sua manutenção baseado na memória, sua performace sofreu alterações. No entanto, essas modificações, decorrentes de exclusões e inserções de novos elementos, não o destitui da sua narrativa. As permanências de alguns elementos garantiram a manutenção da mensagem sobre o passado escravo, sem contudo, inviabilizar o perfil que os anseios contemporâneos exigiam. Visando às novas expectativas, o nego-fugido, manteve-se como memória da escravidão, mas perdeu o seu significado enquanto local, tão característico no passado. Nesse sentido as reflexões desenvolvidas visaram identificar a forma como a comunidade desde a primeira metade do século XX cultivou e representou a memória do passado escravo, e organizou o espaço lúdico, por meio do nego-fugido. Por outro lado, considerando que os depoimentos orais são construções simbólicas da realidade, mediadas pelas experiências dos depoentes, foram articuladas as questões referentes a cultura local e o uso da memória na perspectiva de construção da própria história da comunidade.",Ana Maria de Aragão Ramos,HISTÓRIA,HISTÓRIA,Yvone Dias Avelino
142727,1996,HISTORIA,"Itinerários de Paixões: o feminino, o masculino e a Paulicéia em Oswald de Andrade",Mestrado,"Oswald de Andrade, escritor paulistano das primeiras décadas deste século, deixou uma vasta produção literária, onde retratou a sociedade de São Paulo, seu cotidiano, formas de vivência e as relações entre homens e mulheres presentes na época. Dentro disto, este trabalho ""Itinerários de Paixões - O Feminino, O Masculino e a Paulicéia de Oswald de Andrade"", pretende analisar os perfis femininos e masculinos dentro da obra oswaldiana, presentes na cidade de São Paulo durante o processo de metropolização da cidade nos primeiros anos do século XX que o autor acompanhou de perto, colocando em seus livros figuras presentes no espaço urbano paulistano e a influência  da cidade sobre eles. A cidade para Oswald não é um palco, por onde se desenrolam as narrativas, mas sim faz parte das tramas, vivendo e sofrendo junto com as personagens, assim como ele próprio que retratou muito da sua vivência no correr dos seus livros. Não se pretendeu escrever uma biografia de Oswald de Andrade, mas sim sua trajetória em relação à cidade de Sào Paulo e a sua obra literária, já que ele permeou sua produção com detalhes autobiográficos.",Simone Bizaco,HISTÓRIA,HISTÓRIA,Maria Izilda S. Matos
142728,1996,HISTORIA,O Pão do Corpo o Pão da Inteligência e o Pão do Coração - o Lugar da Criança na Sociedade 1927-1990.,Mestrado,"Esta dissertação procura, através da observação de dois momentos históricos distintos, analisar o lugar da criança e do adolescente em nossa sociedade. No primeiro capítulo analisamos como foram tratadas as questões relacionadas à infância e a adolescência nas duas primeiras décadas deste século, que culminaram com a aprovação do Código de Menores. Esta nova lei surge num momento em que a sociedade dos grandes centros urbanos exigia do Estado uma solução para o problema do abandono e da delinqüência. O resultado foi uma lei voltada ao entendimento dessa demanda da sociedade, estabelecendo uma forma de assistência e proteçào a partir de um ponto de vista eminentemente urbano, característica que permearia as leis posteriores. No segundo capítulo abordamos a substituição do Código de Menores pelo ECA-Estatuto da Criança e do Adolescente, em 1990, e a presença da criança na imprensa dos anos 80. Procuramos demonstrar através da regulamentação da questão do trabalho, o lugar das crianças e adolescentes das classes populares em nossa sociedade. Buscamos subsídios para essa dissertação, na literatura, na imprensa dos anos 80 e nas Atas das Reuniões da Subcomissão da Família do Menor e do Idoso da Assembléia Nacional Constituinte de 1988, nas da Comissão Provisória do Código de Menores e Comissão do Estatuto da Criança e do Adolescente de 1989/1990.",Angela Silva Costa,HISTÓRIA,HISTÓRIA,Leda Maria Pereira Rodrigues
142729,1996,HISTORIA,Os Trabalhadores em Luta pela Terra no Triângulo Mineiro: 1989/1996.,Mestrado,"A chave da nossa proposta de trabalho, busca recuperar o fazer-se dos trabalhadores como sujeitos na/da luta pela terra, é marcada por um olhar para  a história e para os sujeitos como em ""movimento"", em ""construção"". Nesse sentido, gostaria de ressaltar que, no que diz respeito aos trabalhadores em luta pela terra no Triângulo Mineiro, a velocidade deste ""movimento""tem proporções significativas, de tal maneira que o quadro que se colocava, no momento em que a pesquisa foi realizada, já sofreu consideráveis alterações. O acampamento da fazenda Capõezinhos, por exemplo, acabou com a transferência dos trabalhadores para a fazenda Santa Inês, onde serão assentados. Pensar a luta pela terra, nesta perspectiva, nos faz entender que este trabalho tem limites claros e que a compreensão destas experiências é um campo aberto a pesquisas, inclusive, para aprofundar questões que aqui foram só levemente tocadas e não aprofundadas. Estar abordando a experiência dos trabalhadores em luta pela terra, nesta perspectiva que adotei, tem, para mim, o significado de estar buscando respostas para a questão do problema fundiário brasileiro nas experiências concretas vividas na luta daqueles trabalhadores que estão, de fato, realizando a democratização da terra...A questão da luta pela terra vem se colocando à sociedade brasileira historicamente, estando hoje na ordem do dia. Isto se apresenta como fruto da luta concreta dos trabalhadores. Olhar para os acampamentos/assentamentos, como uma nova paisagem no campo brasileiro, um território conquistado e construído coletivamente, que traz em si a marca do processo social que o está forjando e também as marcas do urbano, aponta cada vez mais para a necessidade de se pensar historicamente o ""campo"" brasileiro buscando compreendê-lo como comportando múltiplas experiências,  ajudando-nos a romper com a dicotomia campo/cidade.",Luzia Marcia Resende Silva,HISTÓRIA,HISTÓRIA,Yara Maria Aun Khoury
142730,1996,HISTORIA,"Do Passado Idolátrico ao Presente Insolúvel: Frei Gerônimo de Mendieta (1528-1604) e sua Obra, História Eclesiástica Indiana (1596).",Mestrado,"O franciscano espanhol Frei Geronimo de Mendieta (1528-1604) registrou seu trabalho como missionário no México, durante o século XVI, na crônica História Eclesiastica Indiana (1596). O objetivo desta pesquisa é resgatar, a partir de tal obra, o enfrentamento entre sociedades indígenas e domínio colonial, verificando como o processo de evangelização dos índios foi formulado, instaurado e vivenciado. Para os religiosos, era necessário justificar uma pretendida competência sobre a organização e dinâmica da sociedade colonial. Com esse intuito, procurou-se inserir a conquista militar e a subsequente colonização dentro da história da salvação cristã, consagrando os índios enquanto objetos privilegiados da ação franciscana. Esse exercício de reflexão envolveu uma série de idéias pré-formuladas acerca dos índios e da América, as quais a crônica, ao mesmo tempo, revela e reconstrói, mediante o confronto entre índios e espanhóis. O universo indígena foi, por exemplo, julgado como demoníaco e idolátrico. Aos poucos, a cristianização foi extrapolando o universo propriamente dito. Procurou-se cristianizar não apenas o cotidiano colonial, mas também o passado indígena pré-hispânico. A evangelização dos índios envolveria, assim, uma disputa pela preponderância de determinados valores, e uma tentativa, por parte dos religiosos, de dar conta do processo de transmissão das tradições culturais.",Lara Maria de Toledo Mancuso,HISTÓRIA,HISTÓRIA,Fernando Torres Londoño
142731,1996,HISTORIA,Canal de desvio-Um Estudo da Experiência de Agricultores e Índios no Confronto com a Itaipu Binacional.,Mestrado,"""Canal de Desvio"", como o subtítulo esclarece, é um estudo que pretende analisar as experiências dos agricultores e dos indígenas envolvidos no conflito com a Itaipu Binacional, quando da desapropriação das terras do oeste paranaense para formação do lago da hidrelétrica. Partindo do projeto e da descrição geográfica e humana da área afetada, o trabalho passa por uma análise das diferentes culturas envolvidas, das conseqüências do avanço do capitalismo na região e do projeto hidrelétrico enquanto projeto de desenvolvimento. A segunda parte, situa o projeto de construção da hidrelétrica binacional no contexto político nacional, dentro de um regime político autoritário, e de uma proposta de desenvolvimento calcada em grandes projetos e endividamento do país junto aos bancos internacionais. A terceira parte, analisa especificamente o conflito entre agricultores e Itaipu e entre índios e Itaipu, detendo-se nos momentos mais importantes do confronto, analisando as táticas e estratégias de cada um dos envolvidos, as alianças estabelecidas e o papel da imprensa no processo.",Elaine Pereira Rocha,HISTÓRIA,HISTÓRIA,Maria Izilda S. Matos
142732,1996,HISTORIA,Imagens do Moderno: os sentidos do olhar de Jacques Tati.,Mestrado,"A pesquisa tem por objetivo fazer uma leitura de aspectos da vida urbana no período pós-guerra pelo prisma do filme Meu Tio (Mon Oncle, FRA, 1958) do cineasta Jacques Tati (1907-1982). Trata-se de uma sátira à civilização tecnológica por meio da qual se pretende recuperar alguns dos elementos que compõem a representação da modernidade. Esta é entendida enquanto uma organização social à qual correspondem um estilo de vida e um modo de estar no mundo. Através da linguagem cinematográfica e do discurso cômico, Tati imprime na tela seu olhar crítico sobre a condição humana numa sociedade marcada pela automação, mecanizada, disciplinarizada, artificialismo - mundo como produção do homem e da ciência, consumo e pela submissão do homem à automação e à ciência. No filme é enfocado o mundo das metrópoles, dos centros urbanos industriais, feito da contraposição aos antigos hábitos. Pelos elementos fílmicos pretende-se ver a experiência - contemplativa e ativa - humana do espaço moderno que aos poucos forja símbolos integrantes da representação que os homens fazem dos fenômenos que os envolvem; a reorganização do espaço bem como da relação público-privado; a organização das atividades sociais; os modelos sociais vinculados à reprodução dos valores da modernidade. O estudo desenvolve reflexões sobre a importância da produção cinematográfica para o conhecimento histórico da vida social a partir da investigação da composição de sentido de seus elementos.",Meize Regina de Lucena Lucas,HISTÓRIA,HISTÓRIA,Maria Izilda S. Matos
142733,1996,HISTORIA,Reclame: A Transição da Reprodutibilidade Persuasiva.,Mestrado,"As origens da publicidade brasileira apresentaram expedientes que transitaram entre a persuasão e multiplicidade dos recursos técnicos empregados nos meios de comunicação impressa, exigindo do mercado uma organização na circulação de bens e serviços entre os paulistanos das primeiras décadas do século XX. O crescimento da cidade e o desenvolvimento gradativo da indústria nacional juntamente com a importação de produtos manufaturados estabeleceram uma nova dinâmica no consumo entre a população. A revista ilustrada ""A Cigarra"" possibilitou uma incursão no imaginário dessa população representada pela elite paulistana que se identificava com símbolos de distinção social, que por vezes se associavam aos valores estéticos estrangeiros. A grande circulação do periódico representou a valorização da publicidade e da propaganda na preservação da ideologia dominante atraves da reprodução de imagens fotográficas que educaram olhares e aproximaram a população indistintamente, das representações mundanas da capital paulistana na década de 20.",Paulo Sutti,HISTÓRIA,HISTÓRIA,Antonio Pedro Tota
142734,1996,HISTORIA,Cidades em Abstrato: pintura de Antônio Bandeira 1950-1965,Mestrado,"Na problemática da relação entre pintura e história, este trabalho lida com quadros abstratos do pintor Antônio Bandeira, no período de 1950 a 1965. Segue o percurso de sua experiência itinerante por diferentes cidades - Fortaleza, Rio de Janeiro e Paris - na tentativa de compreender o processo de constituição de sua pintura enquanto linguagem. Utiliza o material visual das telas e material escrito como artigos de críticos e depoimentos do pintor, considerando o diálogo entre os caminhos específicos das telas e os termos da discussão, travada nos anos 50, sobre o abstracionismo. Trazendo as imagens, propõe dois pólos possíveis de leitura para as cidades pintadas: cidades da incerteza e cidades do desejo; quais as possibilidades de significação para essa experiência. Imaginaçào e memória no processo de criaçào de uma linguagem que qse pretende, simultaneamente, invenção crítica e invenção utópica.",Regina Ilka Vieira Vasconcelos,HISTÓRIA,HISTÓRIA,Heloisa de Faria Cruz
142735,1996,HISTORIA,Na Paulicéia por conta própria - 1871/1886,Mestrado,"O período abordado, 1870-1886, que tão poucos atrativos exerce sobre os historiadores, em razão da pequena importância econômica e da diminuta população da cidade de São Paulo à época, coincide com a implantação de uma política saneadora e renovadora, que precedeu as transformações que se verificam de forma mais intensa a partir da última década do século XIX. A cidade daquele tempo não se definia eminentemente urbana ou rural. Não havia uma separação entre cidade e campo que se baseasse em projeto urbanístico predefinido. Permaneciam então elementos da tradição rural e a própria sobrevivência da população ""despossuída"" estava ligada à preservação de práticas campesinas, saber não valorizado na cidade que se modernizava. Esses homens e mulheres exerciam atividades ""por conta própria"" ligadas ao comércio, ao transporte de cargas ou de passageiros, à prestação de serviços e á prostituição. Sua capacidade de sobrevivência se fundamentava em uma rede de relações estabelecida no cotidiano das ruas, cujos freqüentadores habituais mantinham estreitos vínculos, dos quais derivava uma estrutura de sociabilidade mediante a qual compartilhavam seus problemas, disputavam oportunidades de trabalho, criavam e recriavam estratégias para escapar à regulamentação que as autoridades impunham à cidade. Em meio à crescente urbanizaçào, o poder local procurava efetivar seu poder e disciplinar os trabalhadores ""por conta própria"" através da promulgação de posturas, da introdução do imigrante europeu e do reordamento do espaço público, intervenções influenciadas pelo discurso médico-sanitarista.",Sênia Regina Bastos,HISTÓRIA,HISTÓRIA,Maria Izilda S. Matos
142736,1996,HISTORIA,"Morte e a Vida da Revolução Mexicana: Los de Abajo, de Mariano Azuela.",Mestrado,"Este trabalho buscou analisar as representações literárias sobre a Revolução Mexicana, reinterpretando-as com o objetivo de compreender o contexto histórico das décadas de 1910 e 1920, no México. Utilizamos como eixo de análise o livro de Mariano Azuela (1873-1952), ""Los de Abajo"" (1915). Destacamos três imagens que são as mais recorrentes em sua produção: os fuzilamentos, as cenas de morte e a divisão social. A década de 1920, caracterizou-se pela consolidação de uma nova classe hegemônica no México. Esse no governo, apoderou-se das representações surgidas na sociedade mexicana em seu próprio interesse, mostrando grande flexibilidade e capacidade de cooptação. Azuela, construiu uma imagem da revolução e de seus participantes, que ao final, ajudou na mistificação e posterior neutralização da Revolução Mexicana.",Carlos Alberto Sampaio Barbosa,HISTÓRIA,HISTÓRIA,Fernando Torres Londoño
142737,1996,HISTORIA,Imprensa e Populismo: Última Hora no Segundo Governo Vargas- 1951/1954.,Mestrado,"O objetivo desta dissertação é discutir as relações entre as classes populares, o governo e o jornal Última Hora, entre 1951 e 1954. A história do jornal está intimamente ligada à volta de Vargas ao poder. O populismo varguista necessitava de uma publicação que fosse um canal de comunicação com as classes populares, base de sustentação do seu projeto nacionalista de industrialização. Deveria ser um jornal com uma forma atraente e um conteúdo que incorporasse questões do cotidiano de seus leitores, simultaneamente, traduzindo os interesses do governo. Utilizava uma linguagem acessível, buscando estabelecer uma identificação com o leitor, deixando claro que o jornal estava ao lado de Vargas, que por sua vez aparecia nas páginas do periódico como defensor do povo e promotor das mudanças necessárias para que o país se modernizasse através da industrialização. Além do conteúdo, que o diferenciava dos demais peródicos, Última Hora incorporou na sua elaboração a utilização profusa de imagens, estabelecendo uma cumplicidade entre veículo e receptor. A valorização do uso da imagem, somada a uma diagramação inovadora, contribuiu para que a Última Hora fosse um jornal mais acessível a um p/úblico pouco letrado, desabituado à leitura. A análise de secções fixas do jornal, tais como ""Fala o Povo no Última Hora"" e ""Coluna da Cidade"", ou séries de reportagens como ""Júri Popular"" e ""Tendinha das Reclamações"", nos deu pistas que permitiram compreender as estratégias utilizadas na apropriação, transformação e incorporações do popular nas páginas do períodico.",Lauro Ávila Pereira,HISTÓRIA,HISTÓRIA,Holien Gonçalves Bezerra
142738,1996,HISTORIA,Cidade na Contramão: Fortaleza nas Primeiras Décadas do século XX.,Mestrado,"Considerando a perspectiva de cultura e cidade, este trabalho procura pensar Fortaleza, capital do Ceará, tendo em vista as experiências dos moradoresm na qualidade de comportamentos que representam a desordem ""invadindo"" a cidade. No período relativo às primeiras décadas do século XX, persigo os fatos do cotidiano dos moradores, na publicidade organizada pelos jornais, nos livros de polícia e nos depoimentos que constituiam os processos criminais de defloramento e homicídio. Aparece um fio entrecortando esses registros: a moral. Interligada aos temas da contuda na cidade, desdobra-se uma geografia da coação: artifícios para proibir comportamentos ""desviantes"", perseguindo-os. A polícia delimitando os espaços e o tempo com regras para os modos de agir de mulheres e homens; os jornais, divulgação da necessidade de ""regenerar costumes"", organizando campanhas para retirar das ruas mendigos, meretrizes e pobres: um esforço de ""limpeza"" da cidade problematizado nas suas significações de ação moralizadora.",Marta Emisia Jacinto Barbosa,HISTÓRIA,HISTÓRIA,Maria Antonieta Martines Antonacci
142739,1996,HISTORIA,Fala Professor(a): O Ensino de história em Chapecó 1970-1990.,Mestrado,"A presente dissertação tem como objetivo apreenderexperiências e vivências de professoras de história. Como percebem a cidade e seu cotidiano, o seu fazer-se professora, como ensinaram o que ensinaram em Chapecó-SC no período entre 1970 e 1990. O estudo problematiza vinte e quatro depoimentos realizados entre 1993 e 1995 com professora(es) que ensinaram ou ensinam História na Rede Pública Estadual. No primeiro capítulo, procuro apreender como as professoras e professores perceberam as transformações ocorridas na cidade no período estudado. No segundo capítulo, optei por caracterizar o fazer-se dos profissionais entrevistados, a formação permanente e o início das atividades docentes. No terceiro capítulo, acompanho como ensinaram História. Os conteúdos, e principalemte, as experiências realizadas para ensinar História Local e Regional.",Elison Antonio Paim,HISTÓRIA,HISTÓRIA,Maria Antonieta Martines Antonacci
142740,1996,HISTORIA,Alquimia Sedutora Substanciada em Imagem: a crônica fotografia de São Paulo nas primeiras décadas do século,Mestrado,"Esta dissertação está dividida em duas partes: a primeira que procura abordar o Espaço Urbano e Novas Sociabilidades na/da Paulicéia, onde o alvo são as práticas, hábitos, costumes, atitudes e comportamentos sociais em transformação na cidade de São Paulo, no decorrer do intenso processo de metropolização nas crônicas literárias e fotográficas presentes nas revistas ilustradas e em Álbuns de Família. Aborda-se os diferentes espaços sociais trabalhados pela Crônica e criados pelo anseio de ""status de modernidade"", que assume um caráter marcadamente mundano. A segunda parte do trabalho ocupa-se justamente da Invenções e Artefatos na/da Modernidade, trazidos pelas crônicas ilustradas. Deslocam-se para esta parte do trabalho as reflexões sobre o envolvimento com diferentes artefatos da modernidade e sua apreensão pelos que se consideram modernos. É neste espaço que se abordará as inovações técnicas presentes no periodismo, na engenharia, nas exposições, na fotografia, etc.",Eliana Almeida de Souza Rezende,HISTÓRIA,HISTÓRIA,Yara Maria Aun Khoury
142741,1996,HISTORIA,Peble não Proletarizada em São Paulo 1870-1920.,Mestrado,"Procuro estudar a plebe não proletarizada em São Paulo de 1870 a 1920. O objeto de estudo é a sexualidade criminalizada, a vagabundagem e o alcoolismo. As nossas fontes utilizadas são extremamente ricas na abordagem da temática. A pesquisa se limita a cidade de São Paulo. Inicialmente é necessário fazer uma retrospectiva entre cidade, multidões e crime. São as cidades que geram o aparecimento das multidões, e por traz destas os crimes. O cotidiano dos trabalhadores é controlado. A peble não proletarizada é criminalizada. É necessário estudar os componentes de uma plebe não proletarizada, procurando ver os elementos compostos de uma sexualidade criminalizada, ou seja, a prostituição, o lenocínio e os delitos sexuais. A prostituição apesar de não ser crime e criminalizada, o lenocínio e os delitos sexuais são crimes no Código Penal. A criminologia considera diversas origens para a vagabundagem. Prevalece entretanto, a visão patológica para a vagabundagem. É o ócio que leva à vagabundagem. Finalmente procurou-se ver como a sociedade vê o problema do alcoolismo. A principal proposta para a questão é a criação de instituições de sequestro. Quais seriam as origens do alcoolismo? O alcoolismo tem que ser controlado.",João Batista Mazzieiro,HISTÓRIA,HISTÓRIA,Déa Ribeiro Fenelon
142742,1996,HISTORIA,"Vestígios de um Cotidiano: trabalhadores escravos, lavradores, negociantes e coronéis em São José dos Campos (1870-1888)",Mestrado,"Essa pesquisa tem como objetivo encontrar a cidade de São José dos campos em formação, no final do século XIX, mais especificamente entre 1870 e 1888. E enxergar a cidade através de seus agentes construtores naquele momento: os trabalhadores escravos, os lavradores, os negociantes, os coronéis, os vereadores, enfim, homens e mulheres pertencentes a vários grupos sociais da cidade. Os sujeitos históricos mais procurados foram os escravos e escravas da cidade de São José dos Campos, que foram sendo encontrados nas relações sociais estabelecidas com os outros sujeitos construtores do cotidiano daquele momento. O arrolamento possível dos escravos e escravas de São José dos Campos durante as décadas pesquisadas - foram arrolados 280 escravos  - forneceu indícios de como viviam e trabalhavam os homens e mulheres escravizados daquela cidade. Procurou-se também discutir um momento histórico específico, ou seja, o processo abolicionista na cidade de São José dos Campos. Nesse sentido, a representação oferecida pelo jornal ""A Vida"" - de São José dos Campos - possibilitou interpretar os embates decorrentes das tensões abolicionistas vivenciadas na cidade. Foram utilizadas nessa pesquisa, as seguintes fontes: Inventários, Testamentos, Ações Cíveis, relação de Qualificação de Votantes, registros de Nascimentos, Atas da Irmandade de São Benedito, Posturas Municipais, Infrações de Posturas, Almanaques e Crônicas, bem como a coleção de 52 exemplares do jornal ""A Vida"" (1887-1888). Todos os documentos acima relacionados são referentes às décadas de setenta e oitenta do século XIX, da cidade de São José dos Campos.",Maria Aparecida Chaves Ribeiro Papali,HISTÓRIA,HISTÓRIA,Estefania Knotz Canguçu Fraga
142743,1996,HISTORIA,Zé Carioca Vai à Guerra.,Mestrado,"O primeiro capítulo é uma pequena síntese sobre as relações entre o Brasil e as grandes potências, focalizando especificamente a alemanha e os Estados Unidos, da década de 30 até a participaçào do brasil na Segunda Guerra Mundial. Destaco o Brasil durante o governo Getúlio Vargas (1930-1945), que tinha um projeto político que consistia na industrialização política e militar do país. O duplo jogo de Vargas, mantido face ao imperialismo norte-americano e alemão era a decorrência desse projeto. No segundo capítulo, centralizou-se a FEB, por meio de uma fusão entre registros historiográficos e depoimentos de ex-combatentes, visando fornecer subsídios para ampliação do conhecimento sobre a participaçào do Brasil na Segunda Guerra Mundial. Devido ao contato mantido com diferentes nacionalidades e culturas, principalmente no relacionamento com os norte-americanos, processou-se um choque cultural, que marcou profundamente a passagem dos pracinhas pela Ítalia. As distintas normas de comportamento que regiam as duas sociedades, e por conseguinte os dois exércitos, foram prontamente notados pelos combatentes brasileiros, o que resultou na construção de uma imagem sobre os norte-americanos, assim como na auto-representação dos próprios brasileiros, que é o tema central, abordado nas considerações finais.",Alfredo Oscar Salun,HISTÓRIA,HISTÓRIA,Antonio Pedro Tota
142744,1996,HISTORIA,Estado Novo - Nova Arquiteura em São Paulo,Mestrado,"Esta dissertaçào tem por objetivo recuperar e investigar a produção arquitetônica de iniciativa oficial, projetada e executada na cidade de São Paulo durante o período do Estado Novo. Na perspectiva de ver a cidade como um documento cultural resultante de um conjunto de representações, a arquitetura estatal é aqui tratada como um dos meios de representação simbólica do regime político do período. Para uma compreensão dessa dimensão da cidade e do objeto arquitetônico, a pesquisa apoiou-se em fontes como documentos oficiais, legislações, planos urbanísticos. projetos arquitetônicos e textos de engenheiros e arquitetos que vivenciaram o período. Buscando entender a transformaçào da cidade durante o Estado Novo, caracterizada como um processo de modernização, esta dissertaçào é uma reflexão acerca das mudanças urbanísticas e arquitetônicas ocorridas em São Paulo, resultante de uma determinada concepção de cidade e modernidade que estava embutida nas falas e nos atos dos administradores públicos. O período do Estado Novo, no campo da produção arquitetônica, é marcado pelo início da implantação do movimento moderno da arquitetura no Brasil. Nesta dissertação estão sendo levantadas hipóteses de alguns aspectos que são peculiares e difrenciadores da arquitetura moderna paulistana frente à produção da chamada ""escola carioca"".",Leila Regina Diêgoli,HISTÓRIA,HISTÓRIA,Déa Ribeiro Fenelon
142745,1996,HISTORIA,Memórias em exclusão: ser professor negro na cidade de São Paulo (1950-1990).,Mestrado,"Estaremos elaborando ao longo deste trabalho um processo reflexivo sobre as lembranças dos professores negros da cidade de São Paulo que desenvolveram suas atividades profissionais ao longo destes últimos cinquenta anos. Por meio dessas lembranças abordaremos a percepção da discriminação que esse professor negro desenvolve na prática do magistério em um cotidiano marcado pela massificação da educação e pela proletarização do professor. Saliente-se a associação entre ascensão social e seletividade da memória que interfere na percepção que o professor negro tem da discriminação vivida. Acreditamos que a coleta de depoimentos orais é a forma mais signiticativa para abordarmos essa percepção, uma vez que permite a proximidade com os sujeitos pesquisados. A análise das lembranças fez com que percebessemos que a discriminação sofrida pelos professores negros foram encobertas ou esquecidas. A percepção da discriminação por parte do professor negro ora emerge ora não refletindo uma identidade que se recontrói durante o processo de lembrar. Na verdade memória e identidade se encontram imbricadas.",Selma dos Santos Rofino,HISTÓRIA,HISTÓRIA,Teresinha Bernardo
142746,1996,HISTORIA,Universidade do Amazonas - A Cidade sobre os Ombros.,Mestrado,"Esta dissertação busca recuperar a trajetória das experiências sociais dos estivadores de Manaus entre os anos 1899 e 1925, momento marcante para a cidade, pois coincide com o período de vigência da economia gumífera, geradora de profundas transformações tanto para a cidade quanto para a própria região. Nesse momento, as exigências de uma cidade estruturada como centro comercial encarrega de escoar a borracha para as indústrias européias e norte-americanas, engendra todo um aperfeiçoamento na zona portuária, que passa a incorporar atividades novas e novos sujeitos sociais. Numericamente significativos, os estivadores de Manaus apresentam-se na cena histórica como uma parcela exemplar da população citadina que não partilha da opulência e prosperidade regional, de resto, usufruída por poucos. Acompanhando a trajetória dessa categoria do porto para a cidade, busca-se recuperar as principais tensões e lutas estabelecidas nos mais amplos espaços de seu viver social, dando-lhes maior visibilidade. Procura-se discutir ainda, do ponto de vista da nova história social do trabalho, todo o processo de organização da categoria, seus dilemas e suas reivindicações políticas mais expressivas, materializadas nas inúmeras greves que os estivadores realizaram ao longo deste período.",Maria Luiza Ugarte Pinheiro,HISTÓRIA,HISTÓRIA,Heloisa de Faria Cruz
142905,1996,HISTORIA,"ALEMÃES CATÓLICOS: UM ESTUDO COMPARADO DE FAMÍLIAS, 1850 - 1919",Doutorado,"O objetivo central deste trabalho é o estudo das famílias alemãs identificadas a partir dos registros de catolicidade e analisadas à luz do método de reconstituição de famílias. Optou-se por analisar algumas práticas que permitiam apontar semelhanças e diferênças em relação ao grupo alemão luterano...Utilizou-se como fonte principal os registros de batismos, casamentos e óbitos constantes do arquivo da Sé Metropolitana e Paróquia Nossa Senhora da Luz de Curitiba. ..Trata da reconstituição de famílias a partir da proposta metodológica apresentada por Fleury Henry e do apoio de um instrumental de trabalho denominado Sistema de Gestão e Análise de População - SYGAP- que permitiu agilizar o tratamento dos dados com o auxílio da informática...Considerou-se os alemães enquanto grupo étnico na perspectiva que o antropólogo Barth o classifica: como um grupo de membros que se identifica e é identificado por outros como constituintes de uma categoria que se distingue de outras categorias da mesma ordem. O que orienta o desenvolvimento das relações interétnicas é a situação de contato entre pessoas de grupos étnicos diversos tendendo essa relação a se exprimir como um sistema de oposição ou contraste...Observa-se na pesquisa, que os alemães católicos vivenciaram de maneira diferente a questão da etnicidade. O que se sobressai é a intensidade com que essa questão é encarada.",SERLEI MARIA FISCHER RANZI,HISTÓRIA,HISTÓRIA,SERGIO ODILON NADALIN
